_id,_labels,born,children,name,released,tagline,title,unique,_start,_end,_type,rating,roles,summary
,,,,,,,,,91,87,DIRECTED,,,
,,,,,,,,,51,92,ACTED_IN,,"["Admiral"]",
,,,,,,,,,93,92,ACTED_IN,,"["Dieter Dengler"]",
,,,,,,,,,94,92,ACTED_IN,,"["Squad Leader"]",
,,,,,,,,,70,92,ACTED_IN,,"["Duane"]",
,,,,,,,,,59,92,DIRECTED,,,
,,,,,,,,,60,95,ACTED_IN,,"["Armand Goldman"]",
,,,,,,,,,80,95,ACTED_IN,,"["Albert Goldman"]",
,,,,,,,,,89,95,ACTED_IN,,"["Sen. Kevin Keeley"]",
,,,,,,,,,96,95,DIRECTED,,,
,,,,,,,,,98,97,ACTED_IN,,"["English Bob"]",
,,,,,,,,,99,97,ACTED_IN,,"["Bill Munny"]",
,,,,,,,,,89,97,ACTED_IN,,"["Little Bill Daggett"]",
,,,,,,,,,99,97,DIRECTED,,,
,,,,,,,,,1,100,ACTED_IN,,"["Johnny Mnemonic"]",
,,,,,,,,,101,100,ACTED_IN,,"["Takahashi"]",
,,,,,,,,,102,100,ACTED_IN,,"["Jane"]",
,,,,,,,,,103,100,ACTED_IN,,"["J-Bone"]",
,,,,,,,,,104,100,DIRECTED,,,
,,,,,,,,,71,105,ACTED_IN,,"["Zachry","Dr. Henry Goose","Isaac Sachs","Dermot Hoggins"]",
,,,,,,,,,4,105,ACTED_IN,,"["Bill Smoke","Haskell Moore","Tadeusz Kesselring","Nurse Noakes","Boardman Mephi","Old Georgie"]",
,,,,,,,,,106,105,ACTED_IN,,"["Luisa Rey","Jocasta Ayrs","Ovid","Meronym"]",
,,,,,,,,,107,105,ACTED_IN,,"["Vyvyan Ayrs","Captain Molyneux","Timothy Cavendish"]",
,,,,,,,,,108,105,DIRECTED,,,
,,,,,,,,,5,105,DIRECTED,,,
,,,,,,,,,6,105,DIRECTED,,,
,,,,,,,,,109,105,WROTE,,,
,,,,,,,,,110,105,PRODUCED,,,
,,,,,,,,,71,111,ACTED_IN,,"["Dr. Robert Langdon"]",
,,,,,,,,,112,111,ACTED_IN,,"["Sir Leight Teabing"]",
,,,,,,,,,113,111,ACTED_IN,,"["Sophie Neveu"]",
,,,,,,,,,114,111,ACTED_IN,,"["Silas"]",
,,,,,,,,,115,111,DIRECTED,,,
,,,,,,,,,4,116,ACTED_IN,,"["V"]",
,,,,,,,,,117,116,ACTED_IN,,"["Evey Hammond"]",
,,,,,,,,,118,116,ACTED_IN,,"["Eric Finch"]",
,,,,,,,,,119,116,ACTED_IN,,"["High Chancellor Adam Sutler"]",
,,,,,,,,,120,116,ACTED_IN,,"["Dascomb"]",
,,,,,,,,,25,116,DIRECTED,,,
,,,,,,,,,5,116,PRODUCED,,,
,,,,,,,,,6,116,PRODUCED,,,
,,,,,,,,,7,116,PRODUCED,,,
,,,,,,,,,5,116,WROTE,,,
,,,,,,,,,6,116,WROTE,,,
,,,,,,,,,122,121,ACTED_IN,,"["Speed Racer"]",
,,,,,,,,,123,121,ACTED_IN,,"["Pops"]",
,,,,,,,,,124,121,ACTED_IN,,"["Mom"]",
,,,,,,,,,125,121,ACTED_IN,,"["Racer X"]",
,,,,,,,,,126,121,ACTED_IN,,"["Trixie"]",
,,,,,,,,,127,121,ACTED_IN,,"["Taejo Togokahn"]",
,,,,,,,,,120,121,ACTED_IN,,"["Cass Jones"]",
,,,,,,,,,5,121,DIRECTED,,,
,,,,,,,,,6,121,DIRECTED,,,
,,,,,,,,,5,121,WROTE,,,
,,,,,,,,,6,121,WROTE,,,
,,,,,,,,,7,121,PRODUCED,,,
,,,,,,,,,127,128,ACTED_IN,,"["Raizo"]",
,,,,,,,,,129,128,ACTED_IN,,"["Mika Coretti"]",
,,,,,,,,,64,128,ACTED_IN,,"["Takeshi"]",
,,,,,,,,,120,128,ACTED_IN,,"["Ryan Maslow"]",
,,,,,,,,,25,128,DIRECTED,,,
,,,,,,,,,5,128,PRODUCED,,,
,,,,,,,,,6,128,PRODUCED,,,
,,,,,,,,,7,128,PRODUCED,,,
,,,,,,,,,71,130,ACTED_IN,,"["Paul Edgecomb"]",
,,,,,,,,,131,130,ACTED_IN,,"["John Coffey"]",
,,,,,,,,,132,130,ACTED_IN,,"["Brutus \"Brutal\" Howell"]",
,,,,,,,,,42,130,ACTED_IN,,"["Jan Edgecomb"]",
,,,,,,,,,65,130,ACTED_IN,,"["Warden Hal Moores"]",
,,,,,,,,,133,130,ACTED_IN,,"["\"Wild Bill\" Wharton"]",
,,,,,,,,,134,130,ACTED_IN,,"["Burt Hammersmith"]",
,,,,,,,,,135,130,ACTED_IN,,"["Melinda Moores"]",
,,,,,,,,,136,130,DIRECTED,,,
,,,,,,,,,138,137,ACTED_IN,,"["Richard Nixon"]",
,,,,,,,,,139,137,ACTED_IN,,"["David Frost"]",
,,,,,,,,,19,137,ACTED_IN,,"["Jack Brennan"]",
,,,,,,,,,140,137,ACTED_IN,,"["Bob Zelnick"]",
,,,,,,,,,133,137,ACTED_IN,,"["James Reston, Jr."]",
,,,,,,,,,115,137,DIRECTED,,,
,,,,,,,,,17,141,ACTED_IN,,"["Hoffa"]",
,,,,,,,,,142,141,ACTED_IN,,"["Robert \"Bobby\" Ciaro"]",
,,,,,,,,,24,141,ACTED_IN,,"["Frank Fitzsimmons"]",
,,,,,,,,,143,141,ACTED_IN,,"["Peter \"Pete\" Connelly"]",
,,,,,,,,,142,141,DIRECTED,,,
,,,,,,,,,71,144,ACTED_IN,,"["Jim Lovell"]",
,,,,,,,,,19,144,ACTED_IN,,"["Jack Swigert"]",
,,,,,,,,,145,144,ACTED_IN,,"["Gene Kranz"]",
,,,,,,,,,146,144,ACTED_IN,,"["Fred Haise"]",
,,,,,,,,,134,144,ACTED_IN,,"["Ken Mattingly"]",
,,,,,,,,,115,144,DIRECTED,,,
,,,,,,,,,146,147,ACTED_IN,,"["Bill Harding"]",
,,,,,,,,,53,147,ACTED_IN,,"["Dr. Jo Harding"]",
,,,,,,,,,94,147,ACTED_IN,,"["Eddie"]",
,,,,,,,,,148,147,ACTED_IN,,"["Dustin \"Dusty\" Davis"]",
,,,,,,,,,149,147,DIRECTED,,,
,,,,,,,,,71,150,ACTED_IN,,"["Chuck Noland"]",
,,,,,,,,,53,150,ACTED_IN,,"["Kelly Frears"]",
,,,,,,,,,151,150,DIRECTED,,,
,,,,,,,,,17,152,ACTED_IN,,"["Randle McMurphy"]",
,,,,,,,,,142,152,ACTED_IN,,"["Martini"]",
,,,,,,,,,153,152,DIRECTED,,,
,,,,,,,,,17,154,ACTED_IN,,"["Harry Sanborn"]",
,,,,,,,,,155,154,ACTED_IN,,"["Erica Barry"]",
,,,,,,,,,1,154,ACTED_IN,,"["Julian Mercer"]",
,,,,,,,,,156,154,DIRECTED,,,
,,,,,,,,,156,154,PRODUCED,,,
,,,,,,,,,156,154,WROTE,,,
,,,,,,,,,60,157,ACTED_IN,,"["Andrew Marin"]",
,,,,,,,,,140,157,ACTED_IN,,"["Rupert Burns"]",
,,,,,,,,,158,157,DIRECTED,,,
,,,,,,,,,71,159,ACTED_IN,,"["Rep. Charlie Wilson"]",
,,,,,,,,,160,159,ACTED_IN,,"["Joanne Herring"]",
,,,,,,,,,148,159,ACTED_IN,,"["Gust Avrakotos"]",
,,,,,,,,,96,159,DIRECTED,,,
,,,,,,,,,71,161,ACTED_IN,,"["Hero Boy","Father","Conductor","Hobo","Scrooge","Santa Claus"]",
,,,,,,,,,151,161,DIRECTED,,,
,,,,,,,,,71,162,ACTED_IN,,"["Jimmy Dugan"]",
,,,,,,,,,164,162,ACTED_IN,,"["Dottie Hinson"]",
,,,,,,,,,165,162,ACTED_IN,,"["Kit Keller"]",
,,,,,,,,,77,162,ACTED_IN,,"["Doris Murphy"]",
,,,,,,,,,163,162,ACTED_IN,,"["\"All the Way\" Mae Mordabito"]",
,,,,,,,,,146,162,ACTED_IN,,"["Bob Hinson"]",
,,,,,,,,,166,162,DIRECTED,,,
,,,,,,,,,170,169,FOLLOWS,,,
,,,,,,,,,168,169,FOLLOWS,,,
,,,,,,,,,167,168,FOLLOWS,,,
,,,,,,,,,169,105,REVIEWED,95,,An amazing journey
,,,,,,,,,169,87,REVIEWED,65,,"Silly, but fun"
,,,,,,,,,170,87,REVIEWED,100,,The coolest football movie ever
,,,,,,,,,168,87,REVIEWED,62,,Pretty funny at times
,,,,,,,,,169,97,REVIEWED,85,,"Dark, but compelling"
,,,,,,,,,169,95,REVIEWED,45,,Slapstick redeemed only by the Robin Williams and Gene Hackman's stellar performances
,,,,,,,,,169,111,REVIEWED,68,,A solid romp
,,,,,,,,,170,111,REVIEWED,65,,"Fun, but a little far fetched"
,,,,,,,,,169,37,REVIEWED,92,,You had me at Jerry
